,rating,title,text,average_rating,rating_number,year,month,day,hour
1447,1,used the entire bottle and it did nothing for me ...,used the entire bottle and it did nothing for me! used it every night and applied it twice a night and seen no improvment.,3.5,1329,2016,10,8,19
1448,1,Don’t like,It’s very hard to use who is too wide can you put your hair in and hold it twisted very difficult to use,3.3,4,2021,6,26,0
1449,1,This wig is not as pictured,I didn't mean to give any stars this wig i just ordered dec 4  i believe.  It looks nothing like the picture it comes pregnant parted and it was short not cute at all . The hair quality it was soft but the hair cut was not cute would not order,1.0,2,2019,12,9,12
1450,1,Unpleasant smell-,Smell is strong.  Product does not work well in hair.  Do not recommend.,4.2,48,2023,2,19,18
1451,1,DYI Assembly,"This comes with cards and ribbon and a tiny needle. You have to thread the ribbon through the cards. For the cost, this is unacceptable. The cards are a stiffer paper with gold stickers that look like they were stuck on by a grade school kid.",4.4,40,2019,3,14,14
1452,1,Review updated! Read the bad reviews.,Read the bad reviews. I wish I’ve had read it. It won’t last longer. Buy from a reputable company like Revlon and Conair. This air dryer  is expensive and it won’t last 2 months. Chinese garbage for sure.,4.1,464,2020,12,11,0
1453,1,Not worthy,This was not worth the wait,4.4,1820,2020,6,8,14
1454,1,"Do not suggest this product, they sent wrong item",These are no what is pictured! They sent me rollers not wavers!,2.8,32,2019,5,29,22
1455,1,Curls Terribly,Terrible.  Curls up after about 2 hours use,4.3,280,2016,12,1,15
1456,1,Ridiculous,"Terrible variety, 3 pinks and wrong season of colors when I ordered. 2 brushes are cockeyed and cannot be used to paint your nails. To top if off they do not allow returns. DO NOT BUY!!",3.8,662,2021,11,4,11
1457,1,One Star,Gave me worse acne,3.0,42,2017,11,13,23
1458,1,"Never buy this one, cause skin peeling, rash ...","Never buy this one, cause skin peeling, rash and early wrinkling instead of nurturing, skin poisoning, should worths no star",3.5,12,2018,3,16,11
1459,1,One Star,I would not even give it a 1 star.  I will not use them.,3.6,255,2015,5,31,2
1460,1,blood gel thick,Thick blood gel not recommended.  thick like jelly needs hot water to liquidfy.  once again not recommended if your looking for the original runny blood maybe outdated,4.1,57,2012,4,16,18
1461,1,Dañado,No good,4.7,3259,2023,2,4,1
1462,1,Not very easy to work with,Impossible to get even brows that look normal look like a unibrow.,3.5,45,2019,7,6,22
1463,1,Buyer's Beware/ false advertising/thin bundles,"This is one of the worst hair buys ever, hair is very brittle and dry. Hair tangles very bad. Hair does not hold a curl.. The hair in the picture is nothing like what I received. Hair per the top starts out thick when you get to the bottom bundles become very thin. Only positive about bundles is true to length. Very thin bundles @ this point I want my funds back.",3.2,22,2021,12,16,3
1464,1,Resorted to using these as glorified household rubberbands.,"There's almost no elasticity or hold to these.  I had to wrap it around my daughter's ponytail so many times it looked like an 80s hairstyle, and it still would fall pretty quickly.",4.2,3655,2017,12,17,0
1465,1,Disappointed!,These do NOT spray a fine mist. Its more like a few heavy streams.  It also leaks around the area where you push down pump to dispense product if you shake or tilt. My labels also do no stick well to them. They lift off and I have to press down on label often to restick to surface. I will not buy these again :(,3.9,18,2021,1,30,6
1466,1,One Star,Was broken the minute I rolled it. Very disappointing!,3.7,21,2018,4,17,16
1467,1,Very small amount and hard to get out of bottle.,"It is hard to tell if I like the scent because it is so hard to get out of the tiny bottle, I can't get enough to tell. If you buy this, don't buy this size.",4.0,70,2021,9,10,5
1468,1,One Star,Arrive broken :(,4.0,124,2017,5,18,0
1469,1,Where the foam comes from?,"Organic and natural oil sounds good,BUT! What kind of ingredients create a foam? The OILs make foam and bubbles while using it in shower?",4.4,8,2015,5,5,19
1470,1,Very watery and do not dry well,[[VIDEOID:5005a202a983aa8c5dc4da9a0dd6cb4f]] This product is very watery and when you put it in the UV lamp this is how it comes out would not buy again very disappointing,4.2,144,2022,7,28,16
1471,1,No brushes in rollers,"If you want ""brushes"" rollers, then forget about these. Had I realized no brushes are in them, then I sure wouldn't have ordered these.",4.0,428,2020,8,28,19
1472,1,Styled for flat feet?,"I've ordered many (too many) shoes online and before this, only one pair has been too small.  Those boots were cheap enough to give to a friend who wears a 9 1/2.  These pricey ones, however, went back (loss of $7 shipping).  At least 2 other reviewers did recommend ordering 1/2 size larger, most reviewers must have flatter feet than mine.  I ordered Spenco Yumi Womens Orthotic Flip Flops Cork /Chocolate/Nadeshiko at the same time -- and those fit perfectly comfy.  This style my foot won't stay in; my heel falls out.  First time I tried on barefoot, afterward my feet were slippery.  I thought it was my floors.  But the second time I tried on in a different location, with socks, and now my feet are squeaking.  This coating of this insole transfers to your feet/socks.  They didn't work for me.",3.5,13,2014,5,15,14
1473,1,Burned like you vacationed in the fiery pits of....,"Packaging was awful, sticker peeled up to reveal a language I have no idea what. The hair dye in both tubes where different colors even though it said grey hair dye. And oh holy mother of burn. My hair felt like it was on fire. Did not color or anything. So if you are ordering these for anything other then torturing..... Just Don't....",2.5,21,2021,4,26,22
1474,1,Did not love them,"I wanted this product for adult size processing caps for conditioning treatments or color, They were tiny and more child size",3.9,444,2021,6,8,2
1475,1,Horrible!!!,I was expectant at first when I took the box but was sad immediately I opened it and saw one part with whitish stuff that look like cream or bleach in a ziplock and the other two bundles in a yellow bag. I wouldn’t have ordered hair on Amazon in the first place. I don’t know if I’m going to try to return this horrible hair but I have presentation tomorrow and I need a quick ponytail look. This hair dirty the whole of my table because the whitish stuff is damp and this makes it stinky.,1.0,1,2023,1,3,23
1476,1,Draw string came off,The draw string came off not soon after,4.5,47,2022,6,1,10
1477,1,Don’t waste your money,Literally all but two clips fell apart on me the second I took them out of the bag and went to use them in my hair. And then some were damaged from the start. This was a terrible buyI returned it today. Even though I know it’s not much money I refuse to pay for that crap.,4.1,16,2020,1,25,6
1478,1,One Star,Didn't really work,3.6,80,2016,4,26,2
1479,1,Way toooo thick,"Nails were horrible way to thick and would require a lot of acrylic powder to hold , didn’t last long on my clients nails",4.4,460,2021,12,1,18
1480,1,Bow not attached to clip,The bows can easily be slip off the clip. They are not secured on and so they move and aren’t durable.,3.8,21,2019,12,22,3
1481,1,cheap,"super cheap feeling, most of them snapped easily and could only be used on extremely thin hair",3.9,28,2020,12,26,9
1482,1,Strip isn’t cute,Strip is very thick and dark. I don’t like them but to each it’s own. And they are extremely heavy. Don’t try to sleep in them.,3.7,11,2020,6,19,3
1483,1,...,Burn,4.2,2903,2019,12,28,16
1484,1,Waste of money,Don’t waste your hard earned money in this item. Biting down on foam or chewing gum would be better than this gadget. Having to put these inside your mouth will make you gag. Threw them away as I wasn’t about to return something that had been in my mouth.,3.8,551,2020,11,25,14
1485,1,One Star,Smells terrible never again.. love the perfume but the lotion smell very badly,1.0,1,2018,2,23,21
1486,1,Garbage!!,"Garbage!!! Do NOT buy!!! Bought this for my fiancé in December 2015. The hair dryer quit working in Aug 2016. 8 months of use and it crapped out.. I highly recommend, as an engineer, that you do NOT waste money on this item. Not only did it die, it is now a safety hazard. Starts to smell really strong of burnt plastic if you even attempt to turn it on to fix it. Waste of money! Should have payed attention to the other reviews. Lesson learned.",3.5,419,2016,8,16,21
1487,1,Doesn’t stick to skin,Not what I expected,3.0,230,2019,6,24,20
1488,1,Too bad I  can't give ZERO stars,"This product needs to be totally re-designed or they need to make actual SIZES.  Their ONE SIZE FITS ALL description is 100% false! I am a size 12/14, my bra size is roughly 36 C.  This tiny peice of fabric looks like it's made for an adolescent child!  I gave it to my 12 year old daughter and it fits her perfectly, she weighs about 90 lbs and is 5'4"". She jokes that it looks like the front of a lace underwear. It's THAT small.<br /><br />If you are anything over a size 0/1 DO NOT waste your money on this!  There is another product on here that I bought that is much better... chemisette.  Search for it.  Same idea, instead of a stupid plastic snap, it's an actual elastic with a real button. AND it provides excellent coverage!",4.2,214,2013,8,25,8
