rating,review
3,"Not Very Moisturizing
I purchased the ""extra moisturizing"" product because I assumed it would be thicker and more moisturizing (hence the name) but was disappointed. The formula isn't very thick compared to similar products and it takes usually two or three ""coats"" to feel like my hands aren't dry. I've shared with co-workers and they felt the same. Three stars because the scent is mild and it's cruelty free but I won't be purchasing again."
5,"Bright and Fun
I love this palette and the looks I've been able to do with it.  I don't know the influencer that picked the colors for this, but she did amazing.  The mattes are pigmented and the shimmers shine.  I've had a ton of fun coming up with looks from this palette.  There are enough lighter and neutral colors for you to be able to use for everyday/work ad then spice it up with the more colorful parts for weekend/night.  It is the perfect mix for all the time."
2,"Ouch
I might as well have broken off a chunk of concrete and rubbed it against my foot."
4,"Doesn’t fit regular bottle; require special base
Disappointed I didn’t realize this wouldn’t fit the regular 4.2 ounce bottle of Dramatically Different lotion or hydrating jelly base. Bottom of the cartridge is the same size as the opening on those bottles. I contacted Clinique and they explained that I needed  the special ID base. That bottle has 3.9 ounces  to allow room for the cartridge to fit in. I haven’t had the cartridge  long enough to judge it, but gave 4 stars for Clinique’s immediate help."
2,"Great concept, brush attachment broke right away.
Heating is fine.  Styling is okay too.  Unfortunately my favorite attachment broke right away."
3,"They’re Alright
For 8$ and several pairs of lashes, it’s a good value. However, I’m new at using lashes and wanted something that’s a bit easier to apply, they also didn’t flatter my eye shape but that’s on me.I found the band a little harder to work with than other lashes I’ve used. I’ve used DYSILK lashes before and for the value they’re easier to use and more flattering."
5,"You won’t want to take it off
This wig is hands down the prettiest thing in my wig collection. Doesn’t shed realistic and I don’t want to take it off"
3,"Not as pictured
Pretty, but not as pictured. I expected the big flowers to have more yellow in them according to the advertised photo, but they are definitely orange. Had to add in my own yellow flowers."
1,"horrible
worst matte top coat I've ever used. It started peeling off less than 24 hours after applying. Very disappointing"
2,"they could be better the best way to apply these is after you ...
they could be better the best way to apply these is after you warm them up they spread a lot lot lot easier"
5,"Very cost effective and sturdy!
Great quality! I like that the holes are easy to thread and the string doesn't split as you're threading it through!"
2,"Meh!
Too many different trains.  I don't like it at all."
2,"Completely damaged
Welp."
1,"Not functional
Didn’t like it. Its hard to get on"
5,"Refreshing
There were no directions so I wasn’t quite sure what to do. I’ve been applying it often but haven’t really seen any difference."
5,"Adds volume.
Love this product.  Great for thin hair."
3,"No es lo que esperaba
No hace nada ningún buen resultado no funciona para nada"
4,"Would Buy Again
Smells good, good texture and effective."
2,"Disappointed
The pump on these break easy!"
3,"this one is not good but not bad
Umm.. i just want to say, this one is not good but not bad! And color is not easy to see when I apply on my eyeshadow. And i have to apply it for 3 times and theb i could see the color"
5,"Loved all of them in the multipack!
Was so surprised...affordable and great quality!  I got a whole pack of ten for what I pay for one set at the store. Will for sure order again."
3,"Smells good
It's too soon for me to day just how effective it is but it does leave my scalp feeling clean and it smells nice when used."
3,"Not for me
I hadn't had much experience with waxing, however I have tried wax pearls before and that definitely wasn't working for me, and though I usually just stick with good old fashioned razors but I thought I would try these easy to use wax strips. They are pretty easy to use too! The instructions are on the back of the box and they even have pictures for you to follow. To heat up the wax strips all you have to do is use your hands and rub them and the heat from your body allows the wax to warm up enough for you to pull the paper apart. You simply stick the wax strips on the area that you want the hair removal. It didn't really say how long you should leave it on before removing it but I feel like it needs to cool a bit to get a bit harder before you pull it off. One of my issues is that I didn't feel like it pulled off all the hair that I wanted to be gone within that area that I put the strip. If I am going to go through some pain for this hair removal I don't want to have to do it multiple times on the same area of skin. To finish up you are supposed to open the post cleaning wipes, however they left my skin oily and feeling kind of greasy and I didn't like those. I preferred to finish up with some of my own CBD lotion. Overall I think it worked, but not well enough for my liking."
5,"Even a beginner can do nail art with this product
This product is so easy to work with. At first I didn't get the concept but once I did I can't stop making art on my nails."
1,"🤬
Don’t buy it"
2,"does not fit on standard hair dryer nozzle- very odd ...
does not fit on standard hair dryer nozzle-  very odd!  with every attempt to get it to stretch couldn't get it on a regular hairdryer.  had to return it."
